mention,tag,pt code,fold id
сопли,Indication,10039101,4
Сопли,Indication,10039101,4
наваливается такая дремота,ADR,10041349,2
падает давление 90 на 58,ADR,10021097,2
голова начала болеть,ADR,10019211,3
тело обсыпало болючими прыщами огромного размера,ADR,10000496,4
чешутся,ADR,10037087,4
все бесит,Indication,10022998,5
раздражительность,Indication,10022998,5
высыпания на лица на губах,Indication,10037844,4
высыпает,Indication,10037844,4
для профилактики,Indication,10036898,3
в целях профилактики,Indication,10036898,3
стрессовых,Indication,10042209,1
закладывать уши,ADR,10011900,1
температуру,Indication,10005911,2
температуры,Indication,10005911,2
температура,Indication,10005911,2
заложен нос,Indication,10028735,2
болит голова,Indication,10019211,2
головной боли,Indication,10019211,2
заложенности носа,Indication,10028735,2
температуру,Indication,10005911,2
температуру,Indication,10005911,2
температуру,Indication,10005911,2
кашель,Indication,10011224,3
температуры,Indication,10005911,3
температура тридцать восемь,Indication,10037660,3
температура,Indication,10005911,4
температура,Indication,10005911,4
"температура 40,3",Indication,10037660,4
боли в горле,Indication,10068319,2
сонливость,ADR,10041349,1
сонливость,ADR,10041349,1
температура,Indication,10005911,2
температура,Indication,10005911,2
температурой,Indication,10005911,2
температуру,Indication,10005911,2
температуры,Indication,10005911,2
ломоты в мышцах,Indication,10028411,2
озноба,Indication,10008531,2
головную боль,Indication,10019211,2
нервную возбудимость,Indication,10029216,4
боль в сердце,Indication,10002383,4
боли в сердце,Indication,10002383,4
головокружениями,Indication,10013573,5
снижением работоспособности,Indication,10052302,5
Головокружения,Indication,10013573,5
повреждении головного мозга,Indication,10067967,5
температура,Indication,10005911,1
заложило горло,Indication,10043528,1
диарея,ADR,10012735,1
сонливости,Indication,10041349,4
не могу уснуть,Indication,10062519,4
нарушился режим сна,Indication,10040984,4
расстройствах сна,Indication,10040984,4
легкое головокружение,ADR,10013573,4
легкого головокружения,ADR,10013573,4
температуры,Indication,10005911,2
тревогой,Indication,10033670,5
стрессов,Indication,10042209,5
раздражительность,ADR,10001497,5
все трясется,ADR,10044565,5
апатией,ADR,10002942,5
приступы,Indication,10039906,5
насморк,Indication,10039101,3
для профилактики,Indication,10036898,3
Насморк,Indication,10039101,3
для профилактики,Indication,10036898,3
насморк,Indication,10039101,3
температуры,Indication,10005911,1
для профилактики,Indication,10036898,1
насморка,Indication,10039101,1
першения в горле,Indication,10080125,1
болел живот,ADR,10000081,1
сопли,Indication,10039101,3
насморк,Indication,10039101,3
рвоту,ADR,10047700,1
понос,ADR,10012735,1
боли в животике,ADR,10000081,1
понос,ADR,10012735,1
боль,ADR,10033371,1
заложенностью носа,Indication,10028735,2
болеть голова,Indication,10019211,2
слизь,Indication,10039101,2
никаких запахов не чувствовала,Indication,10002653,2
сгустки слизи,Indication,10039083,2
отечность,Indication,10042674,2
отечность,ADR,10030095,2
пониженного иммунитета,Indication,10021425,3
дикие боли,ADR,10033371,3
ломота в позвоночнике,ADR,10072005,3
сидеть очень больно,ADR,10009829,3
разболелся живот,ADR,10000081,3
боль в спине,Indication,10003988,3
боль в спине,ADR,10003988,3
головокружения,Indication,10013573,1
усталость,Indication,10016256,1
головные боли,Indication,10019211,1
панических атаках,Indication,10033664,4
высыпания над губой или вокруг,Indication,10037844,5
высыпает,Indication,10037844,5
высыпать,Indication,10037844,5
"губы ""дергать начинает",Indication,10048470,5
Очень действует на почки,ADR,10038428,5
озноб,Indication,10008531,5
ломоту в теле,Indication,10033371,5
сильно схватили почки,ADR,10038490,5
боли,ADR,10033371,5
Очень действует на почки,ADR,10038428,5
бессонница,Indication,10022437,1
истерика,Indication,10010893,2
стресса,Indication,10042209,2
стрессов,Indication,10042209,2
переживаний,Indication,10002855,2
слабость,Indication,10003549,1
вялость,Indication,10024642,1
дискомфорт в носоглотке,Indication,10052437,1
слабость,Indication,10003549,2
боли в горле,Indication,10068319,2
соплей,Indication,10039101,2
температуры,Indication,10005911,2
Иммунитет у меня очень слабый,Indication,10021425,5
для профилактики,Indication,10036898,2
жуткая рвота,ADR,10047708,2
слабости,ADR,10003549,1
сонливости,ADR,10041349,1
температура,Indication,10005911,5
для профилактики,Indication,10036898,5
высыпания на губах,Indication,10037844,2
ослаблении иммунитета,Indication,10021425,2
небольшая головная боль,Indication,10019211,2
чувство зуда и опухлость губ,Indication,10024570,2
высыпаний,Indication,10037844,2
нерных потрясений,Indication,10029216,4
недомогание,Indication,10025482,3
профилактику,Indication,10036898,2
сухость во рту,ADR,10013781,2
головная боль,ADR,10019211,2
профилактику,Indication,10036898,2
снижается иммунитет,Indication,10021425,3
папула герпеса,Indication,10067152,3
зуд,Indication,10037087,3
покалывание,Indication,10024561,3
покраснение,Indication,10015150,3
для профилактики,Indication,10036898,3
для профилактики,Indication,10036898,3
плохо развита мелкая моторика,Indication,10076288,3
движения неуклюжие,Indication,10010947,3
мозг стал работать хуже,Indication,10029202,5
раздражительность,Indication,10022998,5
мозг стал работать хуже,Indication,10029202,5
раздражительность,Indication,10022998,5
раздражительность,Indication,10022998,5
мозг стал работать хуже,Indication,10029202,5
раздражительность,Indication,10022998,5
аллергической реакции на медпрепарат,ADR,10013700,4
начал задыхаться,ADR,10003497,4
аллергия,Indication,10020751,4
вирусной инфекции,Indication,10047461,4
аллергия,ADR,10020751,4
насморк,Indication,10039101,3
профилактика,Indication,10036898,2
насморка,Indication,10039101,2
насморке,Indication,10039101,2
насморка,Indication,10039101,2
нос заложен,Indication,10028735,2
слизь,Indication,10039101,2
слизи,Indication,10039101,2
насморк,Indication,10039101,2
профилактика,Indication,10036898,2
насморка,Indication,10039101,2
засопливил,Indication,10039101,3
температуру,Indication,10005911,3
насморка,Indication,10039101,3
температуры,Indication,10005911,3
температура,Indication,10005911,4
проблемами десен,Indication,10034536,5
воспалений на деснах,Indication,10074863,5
отклонениями,Indication,10007947,2
расстроенной нервной системой,Indication,10029333,2
на нервной почве потерял сон,Indication,10022437,2
психомоторными возбуждениями,Indication,10037211,2
отклонениями,Indication,10007947,2
аллергию,ADR,10020751,2
жжения в области нижней губы,Indication,10030973,1
Герпетических высыпаний,Indication,10019973,1
ощущение прикумарености,ADR,10013573,5
наблюдается ощущение легкой эйфории,ADR,10015535,5
привыкание,ADR,10052804,5
профилактическое,Indication,10036898,2
высокая температура,Indication,10037660,2
сопли,Indication,10039101,2
кашель,Indication,10011224,2
сопли,Indication,10039101,2
кашель,Indication,10011224,2
температура,Indication,10005911,2
для профилактики,Indication,10036898,2
чихать,Indication,10041232,1
как профилактическое,Indication,10036898,1
насморка,Indication,10039101,4
восполительные процессы полости носа придаточных пазух с гнойными выделениями,Indication,10028750,4
отек слизистой,Indication,10028735,4
насморка,Indication,10039101,4
ломоту в суставах,Indication,10003239,3
недомогание,Indication,10025482,3
кружиться голова,ADR,10013573,3
для профилактики,Indication,10036898,5
сыпь по всему телу,ADR,10037844,3
аллергическую реакцию,ADR,10020751,3
папилломы,Indication,10033713,5
першение в горле,Indication,10080125,4
боли в горле,Indication,10068319,4
красное горлышко,Indication,10057009,4
в целях профилактики,Indication,10036898,4
стресовые,Indication,10042209,2
стресовых,Indication,10042209,2
нервных стрессов,Indication,10029216,2
истерить,Indication,10010893,2
раздражаться,Indication,10022998,2
психовать,Indication,10061920,2
для профилактики,Indication,10036898,2
беспокойство,Indication,10033670,2
болеть голова,Indication,10019211,4
не мог успокоится,Indication,10061920,4
не спокойная,Indication,10002855,4
плакала,Indication,10011469,4
не могла долго сидеть на одному месте,Indication,10038743,4
плохо спала,Indication,10062519,4
температура,Indication,10005911,2
отек слизистой носа,Indication,10028735,2
чихание,Indication,10041232,2
отечность,Indication,10042674,2
насморк,Indication,10039101,2
слабость,Indication,10003549,2
при стрессе,Indication,10042209,3
стресс,Indication,10042209,3
при стрессе,Indication,10042209,3
насморке,Indication,10039101,2
заложенности,Indication,10028735,2
профилактики,Indication,10036898,4
першение в горле,Indication,10080125,4
насморк,Indication,10039101,4
слабость,Indication,10003549,4
профилактики,Indication,10036898,4
болеть живот,ADR,10000081,5
запоры,ADR,10010774,5
снижение способности к обучению,Indication,10013496,5
Не сидел на уроках,Indication,10038743,5
вставал и ходил,Indication,10037211,5
разговаривал,Indication,10004207,5
кричал с места,Indication,10039740,5
не дисциплинированный,Indication,10004207,5
затруднен венозный отток,Indication,10007649,4
изменения в структурах головного мозга,Indication,10007947,4
боли в животе,ADR,10000081,4
профилактически,Indication,10036898,3
насморк,Indication,10039101,3
температура,Indication,10005911,3
профилактировать,Indication,10036898,3
заложенности носика,Indication,10028735,2
плохо спят,Indication,10062519,2
кашель,Indication,10011224,2
Всё болит,Indication,10033371,2
кашель,Indication,10011224,2
мокрота,Indication,10036790,2
Боль в горле,Indication,10068319,2
головные боли,Indication,10019211,5
головные боли,Indication,10019211,5
панические атаки,Indication,10033664,3
не могла заснуть,Indication,10062519,3
приступах,Indication,10039906,3
бессоннице,Indication,10022437,3
приступ паники,Indication,10033666,3
привыкание,ADR,10052804,3
стало плохо,Indication,10025482,3
не могла уснуть,Indication,10062519,3
экстрасистолия,ADR,10015856,3
понижения иммунитета,Indication,10021425,5
тело стало покрываться волдыриками Сначала лоб потом вся голова и шея а к вечеру все тело,ADR,10037844,3
ночами не сплю,Indication,10062519,2
психоэмоциональное напряжение,Indication,10043268,2
профилактики,Indication,10036898,1
для профилактики,Indication,10036898,1
тошноту,ADR,10028813,3
сонная,ADR,10041349,3
неспокойной,Indication,10033670,2
только спать все время тянет,ADR,10041349,4
в сонном состоянии,ADR,10041349,4
нарушения сна,Indication,10040984,5
не спал,Indication,10022437,5
Трудно было просыпаться по утрам,Indication,10041349,5
не просыпался,Indication,10041349,5
спал до обеда,Indication,10041349,5
проблемы со сном,Indication,10022437,5
трясло,Indication,10044565,2
трясёт,Indication,10044565,2
Спала весь день,Indication,10041349,2
ночью была супер активная,Indication,10037211,2
проблемы с памятью,Indication,10027175,2
Температуру,Indication,10005911,5
красные пятна на теле,Indication,10037867,4
нарушился режим,Indication,10040984,2
проблемы с засыпанием,Indication,10022437,2
чувствовала без сил как будто по голове стукнули,ADR,10003549,2
внимание нулевое,ADR,10013496,2
галлюцинации,ADR,10019063,2
трудно уснуть,Indication,10022035,1
перебил сон,Indication,10040984,1
психологические барьеры,Indication,10061284,1
жуткий зуд,ADR,10037087,5
"тело покрылось красными пятнами, в том числе лицо шея",ADR,10037867,5
бессонные ночи,Indication,10022437,1
недосып,Indication,10062519,1
стала раздражительной,Indication,10022998,1
для успокоения нервов,Indication,10029216,1
температурой,Indication,10005911,5
чихала,Indication,10041232,5
кашляла,Indication,10011224,5
соплях,Indication,10039101,5
аллергия,ADR,10020751,3
сыпью покрылся,ADR,10037844,4
глаза опухли,ADR,10056647,4
сверху и снизу на веках высыпала сыпь,ADR,10074620,4
насморка,Indication,10039101,3
профилактики,Indication,10036898,3
заложенность носа,Indication,10028735,3
укусах комаров,Indication,10003399,2
аллергических высыпаниях,Indication,10012434,2
комариных укусах,Indication,10003399,2
зуд,Indication,10037087,2
волдыри,Indication,10046735,2
укусах,Indication,10003399,2
укусах комаров,Indication,10003399,2
поднялась температура,ADR,10037660,4
заболел живот,ADR,10000081,4
жидкий стул,ADR,10012735,4
симптомы кишечной инфекции,Indication,10058839,4
профилактика,Indication,10036898,3
насморк,Indication,10039101,3
зеленые выделения из носа,Indication,10039101,3
кашель,Indication,10011224,3
профилактического,Indication,10036898,3
профилактический,Indication,10036898,3
профилактика,Indication,10036898,3
Температура,Indication,10005911,1
насморк,Indication,10039101,1
для профилактики,Indication,10036898,4
профилактики,Indication,10036898,4
неусидчивый,Indication,10038743,5
неспокойный,Indication,10033670,5
как с ума сошел,ADR,10001497,5
бесится,ADR,10001497,5
истерит,ADR,10010893,5
никого не слушает,ADR,10004207,5
насморком,Indication,10039101,1
закладывает нос,Indication,10028735,1
заложенный нос,Indication,10028735,1
боль в горле,Indication,10068319,1
температуру,Indication,10005911,1
стрессовые,Indication,10042209,2
злоба,Indication,10001488,2
агрессия,Indication,10001488,2
профилактическое,Indication,10036898,2
профилактики,Indication,10036898,2
профилактическое,Indication,10036898,2
температуру,Indication,10005911,2
головная боль,Indication,10019211,2
заложенность носа,Indication,10028735,2
аллергия,ADR,10020751,2
температура 38.3,Indication,10037660,5
состояние было разбитое,Indication,10025482,5
головная боль,Indication,10019211,5
температура 39,Indication,10037660,5
профилактическое,Indication,10036898,1
в груди образовалось затвердение,Indication,10006258,5
воспалительный процесс,Indication,10061218,5
затвердение,Indication,10006258,5
температура,Indication,10005911,2
климактерическими гормональными расстройствами,Indication,10027304,3
насморков,Indication,10039101,4
профилактики,Indication,10036898,3
Температура,Indication,10005911,1
сопельками,Indication,10039101,4
подкашливает,Indication,10011224,4
раздражение слизистых,ADR,10052437,4
красные пятна,Indication,10037867,2
зуд,Indication,10037087,2
водянистые пузырьки,Indication,10005191,2
пятна,Indication,10037867,2
заедах,Indication,10002509,2
трещины в уголках рта,Indication,10031009,2
заеды,Indication,10002509,2
жжение,ADR,10006784,2
заедах,Indication,10002509,2
стрессе,Indication,10042209,5
нервных срывах,Indication,10061284,5
напряжение,Indication,10043268,5
расстройство,Indication,10029333,5
дрожь,Indication,10008531,5
не мог уснуть,Indication,10062519,5
стрессе,Indication,10042209,5
нервных срывов,Indication,10061284,2
шум в голове,ADR,10043882,2
вялость,ADR,10024642,2
жжение,Indication,10006784,4
боли в ногах,Indication,10033425,4
ноги огнём горят,Indication,10006784,4
жжение,Indication,10006784,4
синдром привыкания,ADR,10052804,5
панических атак,Indication,10033664,5
болит голова,ADR,10019211,5
Головная боль,ADR,10019211,5
кожный зуд,ADR,10037087,5
тошнота,ADR,10028813,5
укачивало,ADR,10027990,5
синдром привыкания,ADR,10052804,5
насморка,Indication,10039101,3
насморка,Indication,10039101,3
кашля,Indication,10011224,3
насморка,Indication,10039101,3
проблемы с активацией сна,Indication,10022437,1
напряжение,Indication,10043268,4
нарушении сна,Indication,10040984,2
стрессе,Indication,10042209,2
перевозбуждении,Indication,10080831,2
сыпет,ADR,10037844,4
рвота,ADR,10047700,4
температура,Indication,10005911,4
заложенность носа,Indication,10028735,4
кашель,Indication,10011224,4
проблемы с горлом,Indication,10067353,4
насморка,Indication,10039101,4
кашель,Indication,10011224,4
кашлял,Indication,10011224,5
температура 38.5,Indication,10037660,5
температуру,Indication,10005911,5
слишком активный,Indication,10037211,4
Температура от 37 до 38,Indication,10037660,1
Насморк,Indication,10039101,1
озноб,Indication,10008531,1
насморк,Indication,10039101,5
кашлять,Indication,10011224,3
тревоги,ADR,10033670,3
тоски,ADR,10002855,3
тревоге,ADR,10033670,3
тоске,ADR,10002855,3
воспаление в горле,Indication,10065735,4
кашель,Indication,10011224,4
мокроты,Indication,10036790,4
мокроты,Indication,10036790,4
нервы разыгрались,Indication,10029216,5
аллергию,ADR,10020751,5
возбудимость,ADR,10001497,5
головную боль,ADR,10019211,5
чувство страха,Indication,10016275,5
тревоги,Indication,10033670,5
нервные,Indication,10029216,5
для профилактики,Indication,10036898,1
для профилактики,Indication,10036898,1
насморк,Indication,10039101,1
насморк,Indication,10039101,1
для профилактики,Indication,10036898,1
стал капризным,ADR,10004207,1
раздражительным,ADR,10001497,1
температуру,Indication,10005911,4
разболелся желудок,ADR,10000087,4
нарушение сна,Indication,10040984,4
стал плохо спать,Indication,10062519,4
рано просыпаться,Indication,10068932,4
усталость,Indication,10016256,4
слабость,Indication,10003549,4
учащённое серцебиение,ADR,10033557,4
головокружение,ADR,10013573,4
температура,Indication,10005911,4
в глазах появилась помутнение,ADR,10047571,4
для профилактики,Indication,10036898,4
услышала своё сердце,ADR,10033557,4
пульс участился,ADR,10019303,4
беспокойство,ADR,10038743,4
учащённое серцебиение,ADR,10033557,4
температура 38,Indication,10037660,4
кашель,Indication,10011224,4
насморк,Indication,10039101,4
неприятные сны,ADR,10062519,1
просыпаюсь по 2-3 раза за ночь,Indication,10062519,1
Сны стали еще и мучительными,ADR,10029412,1
неприятные сны,ADR,10062519,1
не начались месячные,ADR,10027336,5
не было овуляции,ADR,10067490,5
проблемы с сердцебиением,ADR,10033557,5
тахикардией,ADR,10043071,5
раздражительность,Indication,10022998,2
постоянная температура,ADR,10005911,4
ломота в суставах,ADR,10003239,4
поднялась температура до 37.7,ADR,10037660,4
лимит суставы в кисти руки,ADR,10003239,4
постоянная температура 37.9,ADR,10005911,4
постоянная температура,ADR,10005911,4
ломота в суставах,ADR,10003239,4
профилактики,Indication,10036898,1
насморк,Indication,10039101,2
температуру,Indication,10005911,4
температура,ADR,10037660,4
температура поднялась за 39,ADR,10037660,4
температурами,Indication,10005911,4
заложенного носа,Indication,10028735,1
заложен нос,Indication,10028735,1
заложенного носа,Indication,10028735,1
насморк,Indication,10039101,1
сдавленного носа,Indication,10052437,1
плохо дышать,Indication,10013968,1
заложенного носа,Indication,10028735,1
рвало это и есть побочные действия,ADR,10047700,4
стошнило,ADR,10047700,4
профилактики,Indication,10036898,4
ПМС,Indication,10036618,4
ужасный ПМС,Indication,10036618,4
нервничаю,Indication,10029216,4
ПМС,Indication,10036618,4
профилактики,Indication,10036898,5
профилактики,Indication,10036898,5
во рту сухость,ADR,10013781,5
неприятные ощущения,ADR,10013781,5
для профилактики,Indication,10036898,5
расстроился кишечник,Indication,10071275,2
обострился геморрой,Indication,10019022,2
Вялость,Indication,10024642,2
апатия,Indication,10002942,2
отсутствие аппетита,Indication,10061428,2
заложенность носа,Indication,10028735,2
заложенность носа,Indication,10028735,2
насморк,Indication,10039101,2
гиперактивность,Indication,10037211,3
головокружение,Indication,10013573,3
пошаливают нервишки,Indication,10029216,1
нервозным состоянием,Indication,10029216,1
Сильно хочется спать,ADR,10041349,4
двления 120 на 100,Indication,10005754,4
нервничала,Indication,10029216,4
спала целыми днями,ADR,10041349,4
сон никак не проходил,ADR,10041349,4
за минуту засыпала,ADR,10041349,4
сон очень крепкий,ADR,10041349,4
Сильно хочется спать,ADR,10041349,4
авитаминоз,Indication,10021135,5
болеть голова,Indication,10019211,2
заложенность носа,Indication,10028735,2
температура,Indication,10005911,2
температура,Indication,10005911,2
профилактики,Indication,10036898,3
кашель,Indication,10011224,3
Кашель,Indication,10011224,3
профилактики,Indication,10036898,3
профилактики,Indication,10036898,3
недомогание,Indication,10025482,5
ломит все кости,Indication,10006002,5
температуру,Indication,10005911,3
температура,Indication,10005911,5
температура,Indication,10005911,3
температура,Indication,10005911,3
шума в ушах,Indication,10043882,1
головокружения,Indication,10013573,1
сильная головная боль,ADR,10019211,1
боль,ADR,10033371,1
головной боли,ADR,10019211,1
головная боль,ADR,10019211,1
беспокойный сон,Indication,10040984,2
насморк,Indication,10039101,4
для профилактики,Indication,10036898,4
насморка,Indication,10039101,4
Иммунитет настолько понижен,Indication,10021425,4
сонное состояние,ADR,10041349,4
для профилактики,Indication,10036898,1
для профилактики,Indication,10036898,1
для профилактики,Indication,10036898,1
для профилактики,Indication,10036898,1
для профилактики,Indication,10036898,1
стрессы,Indication,10042209,4
для профилактики,Indication,10036898,5
температуры,Indication,10005911,5
стрессы,Indication,10042209,1
плохо разговаривает,Indication,10074869,2
температура 38,Indication,10037660,2
высыпания на лице,ADR,10037844,2
отекло лицо,ADR,10016029,2
насморка,Indication,10039101,5
в целях профилактики,Indication,10036898,2
аллергические реакции,ADR,10020751,2
температурил,Indication,10005911,5
стрессовыми,Indication,10042209,4
стрессе,Indication,10042209,4
бессонница,Indication,10022437,4
тревоги,Indication,10033670,4
раздражительность,Indication,10022998,4
волнениями,Indication,10033670,3
переживаниями,Indication,10002855,3
сонливость,ADR,10041349,3
температурой 40,Indication,10037660,5
температуры,Indication,10005911,5
поднялась температура (37.3,ADR,10037660,5
знобило,ADR,10008531,5
место инъекции покраснело и немного припухло,ADR,10022078,5
скачки давления,Indication,10005750,5
температура 39,Indication,10037660,1
температура,Indication,10005911,4
кашель,Indication,10011224,4
насморк,Indication,10039101,4
слабость,Indication,10003549,4
ухудшилась память,Indication,10027175,3
головокружения,ADR,10013573,3
головокружения усилились,ADR,10013573,3
снижает кровяное давление,ADR,10005734,3
головокружение,ADR,10013573,3
головокружения,ADR,10013573,3
не говорила совсем нечего,Indication,10074869,3
дерганым,ADR,10028347,3
капризным,ADR,10004207,3
беспокойным,ADR,10038743,3
красные пятнышки на щеках и теле,ADR,10037867,3
39.4,Indication,10037660,2
38.9,Indication,10037660,2
39 .3,Indication,10037660,2
темпиратуры,Indication,10005911,2
зуд,ADR,10037087,2
насморк,Indication,10039101,3
аллергическую сыпь,ADR,10012434,1
для профилактики,Indication,10036898,1
вздулись красные пузырьки,ADR,10037855,1
сыпи,ADR,10037844,1
крапивницы,ADR,10046735,1
сыпи,ADR,10037844,1
тело чешется,ADR,10037087,1
аллергии,ADR,10020751,1
аллергии,ADR,10020751,1
аллергическую сыпь,ADR,10012434,1
начинаешь привыкать к таблеткам,ADR,10052804,3
перепады натсроения,ADR,10027951,3
раздражительности,Indication,10022998,2
насморка,Indication,10039101,2
для профилактики,Indication,10036898,2
насморка,Indication,10039101,2
для профилактики,Indication,10036898,2
Заболело горло,Indication,10068319,5
температурой,Indication,10005911,5
болью в горле,Indication,10068319,5
боль,Indication,10033371,5
боль,Indication,10033371,5
Для профилактики,Indication,10036898,5
нервозным состоянием,Indication,10029216,3
сопливила,Indication,10039101,4
сопли,Indication,10039101,4
на теле красные пятна,ADR,10037867,4
крапивница,ADR,10046735,4
"прыщи по лицу, шее, спине-ужасно болели",ADR,10000496,1
как гнойники,ADR,10000496,1
температурой,Indication,10005911,5
сухим кашлем,Indication,10011224,5
насморком,Indication,10039101,5
ознобом,Indication,10008531,5
головной болью,Indication,10019211,5
сухой кашель,Indication,10011224,5
Температура,Indication,10005911,5
насморк,Indication,10039101,5
головная боль,Indication,10019211,5
вызывает привыкание,ADR,10052804,5
болячкой,Indication,10067152,1
потрескались губы,Indication,10024552,1
высыпающих болячках,Indication,10037844,1
ослабленным иммунитетом,Indication,10021425,3
профилактика,Indication,10036898,2
для профилактики,Indication,10036898,2
острой респираторной вирусной инфекции,Indication,10062352,2
высыпаний на коже по всей поверхности тела,ADR,10037844,2
профилактика,Indication,10036898,2
температуры,Indication,10005911,1
насморка,Indication,10039101,1
стрессы,Indication,10042209,1
нарушение сна,Indication,10040984,3
от профилактики,Indication,10036898,1
профилактики,Indication,10036898,1
от профилактики,Indication,10036898,1
нервозности,Indication,10029216,1
стрессов,Indication,10042209,1
нервозности,Indication,10029216,2
сонливость,ADR,10041349,2
простужаемся,Indication,10028810,1
температуру,Indication,10005911,1
профилактики,Indication,10036898,3
температуру,Indication,10005911,3
боль головы,Indication,10019211,5
тяжесть в околоносовых пазухах,Indication,10080046,5
"температура 37,3",Indication,10037660,5
першение в горле,Indication,10080125,5
недомогание,Indication,10025482,5
мутило,ADR,10028813,5
переволновавшись,Indication,10016338,1
сердце прихватило,Indication,10002383,1
проблемы с сердцем,Indication,10007554,1
для профилактики,Indication,10036898,1
для профилактики,Indication,10036898,1
профилактически,Indication,10036898,1
панические атаки,Indication,10033664,2
страхи,Indication,10016275,2
учащалось сердцебиение,Indication,10033557,2
повышалось АД,Indication,10005750,2
привыкание,ADR,10052804,2
температуры,Indication,10005911,4
кашля,Indication,10011224,4
температурой 39,Indication,10037660,3
расстройство кишечника,ADR,10017944,3
с почками начались проблемы,ADR,10038428,5
волнуюсь,Indication,10033670,4
нервничаю,Indication,10029216,4
стрессовых ситуациях,Indication,10042209,4
недомогание,Indication,10025482,4
вялость,Indication,10024642,4
першение в горле,Indication,10080125,4
температура до 37.2,Indication,10005911,4
насморк,Indication,10039101,4
раздражительностью,Indication,10022998,5
раздражительна,Indication,10022998,5
вспыльчива,Indication,10002368,5
нарушения сна,Indication,10040984,5
нарушения менструального цикла,Indication,10027327,5
температура 39,Indication,10037660,5
болеть печень,ADR,10019705,5
раздраженным,ADR,10001497,1
нарушился сон,ADR,10040984,1
температура,Indication,10005911,4
для профилактики,Indication,10036898,5
температурой,Indication,10005911,5
головных болях,Indication,10019211,2
головная боль,Indication,10019211,2
Насморк,Indication,10039101,3
больное горло,Indication,10068319,3
температура,Indication,10005911,3
ломота в теле,Indication,10033371,3
температура,Indication,10005911,5
аллергии,ADR,10020751,5
температура,Indication,10005911,5
покрылась сыпью,ADR,10037844,5
температура 38-39,Indication,10037660,2
в профилактических,Indication,10036898,2
для профилактики,Indication,10036898,1
для успокоения,Indication,10029216,3
злость,ADR,10002368,3
напряжение,ADR,10043268,3
взбудораженность,ADR,10001497,3
высыпаний герпесных,Indication,10019973,1
на губах появлялись ранки,Indication,10049307,3
губа сильно начинает чесаться,Indication,10070721,3
чихать,Indication,10041232,2
температура,Indication,10005911,2
для профилактики,Indication,10036898,2
температуру,Indication,10005911,2
для профилактики,Indication,10036898,2
для профилактики,Indication,10036898,2
воспалении верхних дыхательных путей лор-органов,Indication,10049590,2
Краснота в горле,Indication,10057009,2
боль,Indication,10033371,2
красноту в горле,Indication,10057009,2
болью в теле,Indication,10033371,3
температурой,Indication,10005911,3
для профилактики,Indication,10036898,4
насморк,Indication,10039101,4
кашель,Indication,10011224,5
профилактики,Indication,10036898,2
температура,Indication,10005911,3
эпштейн барр,Indication,10019781,3
кашля,Indication,10011224,3
температуры,Indication,10005911,3
носы потекли,Indication,10039101,2
насморк,Indication,10039101,2
насморк,Indication,10039101,2
насморка,Indication,10039101,2
жар,Indication,10016334,5
"Температура 38,0",Indication,10037660,5
температуры,Indication,10005911,5
температурой,Indication,10005911,5
жар,Indication,10016334,5
рвота,ADR,10047700,3
стрессах,Indication,10042209,1
стресс,Indication,10042209,1
стрессах,Indication,10042209,1
простуды на губах,Indication,10067152,3
герпес на губах,Indication,10067152,3
простуды на губах,Indication,10067152,3
Простуда на губах,Indication,10067152,3
простуды на губах,Indication,10067152,3
Простуда на губах,Indication,10067152,3
Простуда на губах,Indication,10067152,3
ярости,Indication,10002368,2
обиды,Indication,10004207,2
раздражен,Indication,10022998,2
Агресии,Indication,10001488,2
аллергию,ADR,10020751,4
головокружение,ADR,10013573,4
для профилактики,Indication,10036898,5
температуре,Indication,10005911,2
насморк,Indication,10039101,5
просопливили,Indication,10039101,5
насморк,Indication,10039101,5
насморк,Indication,10039101,5
насморк,Indication,10039101,5
для профилактики,Indication,10036898,5
насморка,Indication,10039101,5
кашель,Indication,10011224,4
кашель,Indication,10011224,4
кашле,Indication,10011224,4
кашель,Indication,10011224,4
Кашель,Indication,10011224,1
насморк,Indication,10039101,1
головная боль,Indication,10019211,1
ломота суставов,Indication,10003239,1
боль в горле,Indication,10068319,1
температуру,Indication,10005911,1
заложенность носа,Indication,10028735,1
головная боль,Indication,10019211,1
ломота в мышцах,Indication,10028411,1
температуру,Indication,10005911,1
ломоту в мышцах,Indication,10028411,1
головную боль,Indication,10019211,1
нарушения сна,Indication,10040984,3
нарушения сна,Indication,10040984,3
проблемы со сном,Indication,10022437,3
не может заснуть,Indication,10022437,3
не спит,Indication,10062519,3
привыкание,ADR,10052804,3
Привыкание,ADR,10052804,3
стрессе,Indication,10042209,3
плохо спит,Indication,10062519,1
проьлемы со сном,Indication,10022437,1
насморк,Indication,10039101,3
кашель,Indication,10011224,3
"Болело горло, голова",Indication,10019211,3
температура,Indication,10005911,3
Температура,Indication,10005911,3
для профилактики,Indication,10036898,3
плохо сплю,Indication,10062519,1
нервничаю,Indication,10029216,1
высокой температурой,Indication,10037660,5
Насморк,Indication,10039101,1
кашель,Indication,10011224,1
температура,Indication,10005911,1
стресса,Indication,10042209,2
аллергию,ADR,10020751,4
аллергию,ADR,10020751,4
сыпь на щечках,ADR,10037844,4
аллергию,ADR,10020751,4
поддерживающее иммунитет,Indication,10028347,2
профилактики,Indication,10036898,2
болячками вокруг губ,Indication,10067152,4
высокая температура,Indication,10037660,3
